api_id,vendor,api_name,endpoint,method,business_unit,authentication,tls_enabled,rate_limit,public_exposure,last_used,status,risk_score,risk_level
API0109,Microsoft Azure,File Upload API,/api/v1/file-upload,PUT,Finance,Basic,True,True,False,2025-10-28 15:05:31.462734,Deprecated,10,Low
API0038,Google Cloud,Recommendation API,/api/v1/recommendation,PUT,Finance,JWT,True,True,False,2026-01-30 15:05:31.461555,Deprecated,10,Low
API0158,Palo Alto Networks,File Upload API,/api/v1/file-upload,POST,Payments,API Key,False,False,True,2025-06-26 15:05:31.463492,Zombie,100,Critical
API0515,Stripe,Customer API,/api/v1/customer,POST,CRM,OAuth2,False,True,True,2026-02-17 15:05:31.467899,Active,70,High
API0119,Microsoft Azure,Database API,/api/v1/database,POST,CRM,API Key,False,False,True,2025-12-23 15:05:31.462871,Zombie,100,Critical
API0115,Microsoft Azure,Search API,/api/v1/search,DELETE,Finance,Basic,True,False,True,2026-03-17 15:05:31.462816,Active,50,Moderate
API0287,TCS,Storage API,/api/v1/storage,DELETE,DevOps,Basic,False,True,False,2025-11-11 15:05:31.465790,Deprecated,40,Moderate
API0204,EY,Admin API,/api/v1/admin,GET,Analytics,None,True,True,True,2026-01-30 15:05:31.464133,Active,60,High
API0176,Snowflake,Profile API,/api/v1/profile,PUT,DevOps,Basic,True,True,False,2025-09-19 15:05:31.463743,Deprecated,10,Low
API0226,KPMG,Email API,/api/v1/email,POST,DevOps,API Key,True,False,True,2026-01-10 15:05:31.464601,Active,50,Moderate
API0221,SAP,Logging API,/api/v1/logging,DELETE,CRM,Basic,False,True,False,2025-11-13 15:05:31.464517,Deprecated,40,Moderate
API0145,Fortinet,Authentication API,/api/v1/authentication,POST,Storage,API Key,True,False,True,2025-11-15 15:05:31.463277,Zombie,70,High
API0195,Deloitte,Recommendation API,/api/v1/recommendation,DELETE,Storage,API Key,False,True,False,2025-12-10 15:05:31.464011,Deprecated,40,Moderate
API0409,MongoDB,Database API,/api/v1/database,POST,HR,Basic,True,True,True,2025-11-22 15:05:31.466978,Zombie,60,High
API0421,Databricks,Recommendation API,/api/v1/recommendation,GET,Analytics,Basic,True,False,False,2026-04-12 15:05:31.467085,Active,10,Low
API0238,KPMG,File Upload API,/api/v1/file-upload,POST,Payments,None,False,False,False,2025-07-08 15:05:31.465017,Deprecated,70,High
API0282,Trend Micro,Logging API,/api/v1/logging,PUT,CRM,API Key,False,False,True,2025-09-18 15:05:31.465686,Zombie,100,Critical
API0404,Redis,Email API,/api/v1/email,PUT,Payments,None,False,False,False,2026-05-03 15:05:31.466933,Active,60,High
API0523,Stripe,Recommendation API,/api/v1/recommendation,POST,Analytics,OAuth2,True,True,False,2026-01-29 15:05:31.467956,Deprecated,10,Low
API0142,Fortinet,Profile API,/api/v1/profile,GET,Storage,None,False,True,True,2026-01-10 15:05:31.463238,Active,90,Critical
API0405,Redis,Audit API,/api/v1/audit,DELETE,DevOps,OAuth2,False,True,False,2026-03-22 15:05:31.466943,Active,30,Moderate
API0068,Cisco,CRM API,/api/v1/crm,POST,Storage,JWT,False,False,True,2025-11-01 15:05:31.462121,Zombie,100,Critical
API0297,TCS,Profile API,/api/v1/profile,PUT,DevOps,JWT,False,False,True,2025-11-12 15:05:31.465937,Zombie,100,Critical
API0228,KPMG,Recommendation API,/api/v1/recommendation,PUT,Identity,API Key,True,False,True,2025-12-29 15:05:31.464868,Active,50,Moderate
API0169,Snowflake,Analytics API,/api/v1/analytics,POST,DevOps,Basic,True,False,True,2025-12-20 15:05:31.463652,Zombie,70,High
API0189,Deloitte,File Upload API,/api/v1/file-upload,GET,Storage,Basic,False,True,True,2025-08-18 15:05:31.463922,Zombie,90,Critical
API0517,Stripe,Authentication API,/api/v1/authentication,GET,Identity,JWT,True,False,True,2025-08-29 15:05:31.467913,Zombie,70,High
API0416,MongoDB,Recommendation API,/api/v1/recommendation,GET,HR,API Key,False,True,False,2026-02-12 15:05:31.467041,Deprecated,40,Moderate
API0417,MongoDB,Email API,/api/v1/email,POST,HR,JWT,False,True,False,2026-02-21 15:05:31.467049,Deprecated,40,Moderate
API0194,Deloitte,Storage API,/api/v1/storage,PUT,CRM,OAuth2,True,False,True,2026-03-18 15:05:31.463981,Active,50,Moderate
API0082,CrowdStrike,Profile API,/api/v1/profile,DELETE,HR,JWT,True,False,False,2025-07-28 15:05:31.462324,Deprecated,20,Low
API0110,Microsoft Azure,Admin API,/api/v1/admin,PUT,Finance,None,False,False,True,2026-01-26 15:05:31.462748,Active,100,Critical
API0321,Zscaler,File Upload API,/api/v1/file-upload,POST,CRM,None,False,True,True,2025-10-11 15:05:31.466217,Zombie,100,Critical
API0146,Fortinet,Billing API,/api/v1/billing,POST,Storage,OAuth2,False,True,True,2025-12-04 15:05:31.463291,Zombie,90,Critical
API0093,Cloudflare,Billing API,/api/v1/billing,DELETE,CRM,Basic,False,False,False,2026-06-19 15:05:31.462492,Active,40,Moderate
API0153,Palo Alto Networks,Billing API,/api/v1/billing,PUT,Payments,OAuth2,False,True,False,2026-04-27 15:05:31.463403,Active,30,Moderate
API0262,Oracle Cloud,Analytics API,/api/v1/analytics,DELETE,Finance,OAuth2,True,True,False,2025-10-17 15:05:31.465384,Deprecated,10,Low
API0435,Databricks,Email API,/api/v1/email,GET,Identity,OAuth2,True,True,True,2025-09-29 15:05:31.467192,Zombie,60,High
API0448,Accenture,Logging API,/api/v1/logging,DELETE,Finance,JWT,True,True,False,2026-01-17 15:05:31.467301,Deprecated,10,Low
API0395,Redis,Storage API,/api/v1/storage,DELETE,Finance,API Key,True,False,True,2025-08-14 15:05:31.466868,Zombie,70,High
API0084,CrowdStrike,Invoice API,/api/v1/invoice,GET,Identity,OAuth2,True,False,True,2025-10-31 15:05:31.462348,Zombie,70,High
API0104,Cloudflare,Customer API,/api/v1/customer,POST,Identity,API Key,True,False,False,2025-11-14 15:05:31.462649,Deprecated,20,Low
API0166,Snowflake,Email API,/api/v1/email,GET,Storage,None,False,False,False,2025-10-30 15:05:31.463616,Deprecated,70,High
API0164,Palo Alto Networks,Search API,/api/v1/search,DELETE,Storage,Basic,True,False,False,2026-04-26 15:05:31.463572,Active,10,Low
API0200,EY,Invoice API,/api/v1/invoice,PUT,DevOps,OAuth2,True,False,False,2026-05-27 15:05:31.464082,Active,10,Low
API0330,Zscaler,Profile API,/api/v1/profile,POST,Payments,Basic,False,True,False,2026-03-05 15:05:31.466287,Active,30,Moderate
API0075,Cisco,Authorization API,/api/v1/authorization,GET,Identity,JWT,True,True,True,2025-11-27 15:05:31.462214,Zombie,60,High
API0342,PayPal,Customer API,/api/v1/customer,PUT,Finance,OAuth2,True,False,True,2025-09-12 15:05:31.466385,Zombie,70,High
API0258,Oracle Cloud,Email API,/api/v1/email,PUT,DevOps,JWT,True,False,True,2026-02-19 15:05:31.465326,Active,50,Moderate
API0518,Stripe,Payment API,/api/v1/payment,PUT,Finance,API Key,False,True,False,2025-08-02 15:05:31.467920,Deprecated,40,Moderate
API0120,Microsoft Azure,CRM API,/api/v1/crm,GET,Analytics,Basic,True,True,True,2026-04-21 15:05:31.462885,Active,40,Moderate
API0311,PwC,CRM API,/api/v1/crm,POST,HR,API Key,False,False,False,2026-03-14 15:05:31.466128,Active,40,Moderate
API0349,Visa,Logging API,/api/v1/logging,DELETE,Finance,OAuth2,False,False,True,2025-07-31 15:05:31.466450,Zombie,100,Critical
API0393,Redis,Search API,/api/v1/search,DELETE,DevOps,None,False,True,False,2025-07-25 15:05:31.466851,Deprecated,60,High
API0442,Accenture,CRM API,/api/v1/crm,POST,Storage,Basic,False,True,False,2025-06-29 15:05:31.467251,Deprecated,40,Moderate
API0423,Databricks,CRM API,/api/v1/crm,POST,DevOps,Basic,True,True,False,2025-06-27 15:05:31.467099,Deprecated,10,Low
API0275,Trend Micro,Audit API,/api/v1/audit,DELETE,Payments,None,False,True,False,2026-04-11 15:05:31.465592,Active,50,Moderate
API0365,ServiceNow,Billing API,/api/v1/billing,POST,DevOps,None,False,True,True,2025-08-14 15:05:31.466621,Zombie,100,Critical
API0424,Databricks,Analytics API,/api/v1/analytics,POST,Analytics,JWT,False,True,True,2025-12-07 15:05:31.467107,Zombie,90,Critical
API0303,PwC,Logging API,/api/v1/logging,POST,Analytics,JWT,True,True,False,2026-02-28 15:05:31.466040,Active,0,Low
API0037,Google Cloud,CRM API,/api/v1/crm,POST,Storage,API Key,False,False,True,2026-01-17 15:05:31.461543,Active,80,High
API0140,Fortinet,Authorization API,/api/v1/authorization,PUT,HR,API Key,True,True,True,2026-06-05 15:05:31.463209,Active,40,Moderate
API0254,Okta,Invoice API,/api/v1/invoice,DELETE,Payments,API Key,True,False,False,2025-10-25 15:05:31.465251,Deprecated,20,Low
API0516,Stripe,CRM API,/api/v1/crm,POST,DevOps,Basic,False,True,True,2025-12-04 15:05:31.467906,Zombie,90,Critical
API0060,Oracle,Recommendation API,/api/v1/recommendation,POST,Analytics,OAuth2,True,False,False,2026-04-25 15:05:31.461980,Active,10,Low
API0112,Microsoft Azure,Notification API,/api/v1/notification,DELETE,DevOps,None,True,False,True,2025-11-20 15:05:31.462775,Zombie,90,Critical
API0291,TCS,CRM API,/api/v1/crm,DELETE,Finance,OAuth2,False,False,False,2025-11-17 15:05:31.465847,Deprecated,50,Moderate
API0355,Visa,Profile API,/api/v1/profile,DELETE,DevOps,JWT,True,False,True,2025-09-26 15:05:31.466536,Zombie,70,High
API0263,Oracle Cloud,Database API,/api/v1/database,PUT,HR,None,False,True,False,2025-07-01 15:05:31.465398,Deprecated,60,High
API0400,Redis,Authentication API,/api/v1/authentication,PUT,HR,None,False,False,False,2026-05-28 15:05:31.466904,Active,60,High
API0151,Palo Alto Networks,Notification API,/api/v1/notification,GET,DevOps,None,False,False,True,2025-10-09 15:05:31.463377,Zombie,100,Critical
API0267,Oracle Cloud,Invoice API,/api/v1/invoice,PUT,HR,OAuth2,True,True,True,2026-05-21 15:05:31.465454,Active,40,Moderate
API0422,Databricks,Authentication API,/api/v1/authentication,DELETE,HR,OAuth2,False,False,False,2026-04-27 15:05:31.467092,Active,40,Moderate
API0039,Google Cloud,Payment API,/api/v1/payment,DELETE,Identity,OAuth2,False,False,True,2026-06-03 15:05:31.461567,Active,80,High
API0348,Visa,CRM API,/api/v1/crm,POST,CRM,OAuth2,False,True,True,2026-04-05 15:05:31.466443,Active,70,High
API0199,EY,User API,/api/v1/user,PUT,Analytics,Basic,False,True,False,2025-07-31 15:05:31.464072,Deprecated,40,Moderate
API0285,Trend Micro,File Upload API,/api/v1/file-upload,DELETE,Analytics,Basic,False,True,False,2026-03-10 15:05:31.465746,Active,30,Moderate
API0147,Fortinet,User API,/api/v1/user,GET,Analytics,API Key,False,False,False,2026-01-01 15:05:31.463305,Deprecated,50,Moderate
API0434,Databricks,Notification API,/api/v1/notification,GET,Identity,OAuth2,False,True,True,2025-10-29 15:05:31.467183,Zombie,90,Critical
API0148,Fortinet,File Upload API,/api/v1/file-upload,GET,Identity,None,False,False,True,2025-07-22 15:05:31.463317,Zombie,100,Critical
API0450,Accenture,Customer API,/api/v1/customer,DELETE,Identity,OAuth2,False,True,True,2026-03-09 15:05:31.467315,Active,70,High
API0486,Mastercard,Authentication API,/api/v1/authentication,POST,Analytics,OAuth2,False,False,False,2026-01-23 15:05:31.467662,Deprecated,50,Moderate
API0124,IBM Cloud,Notification API,/api/v1/notification,PUT,DevOps,None,False,False,True,2026-04-09 15:05:31.462962,Active,100,Critical
API0408,MongoDB,CRM API,/api/v1/crm,DELETE,DevOps,JWT,False,False,False,2026-01-15 15:05:31.466971,Deprecated,50,Moderate
API0097,Cloudflare,Authorization API,/api/v1/authorization,GET,Identity,None,False,False,True,2025-12-10 15:05:31.462547,Zombie,100,Critical
API0144,Fortinet,Storage API,/api/v1/storage,PUT,DevOps,OAuth2,True,False,False,2026-03-17 15:05:31.463264,Active,10,Low
API0240,KPMG,Logging API,/api/v1/logging,POST,HR,Basic,True,True,False,2025-09-02 15:05:31.465044,Deprecated,10,Low
API0302,PwC,Profile API,/api/v1/profile,POST,Finance,API Key,True,True,False,2025-10-23 15:05:31.466027,Deprecated,10,Low
API0098,Cloudflare,Payment API,/api/v1/payment,PUT,Finance,OAuth2,True,True,False,2025-07-28 15:05:31.462560,Deprecated,10,Low
API0437,Accenture,Recommendation API,/api/v1/recommendation,POST,Analytics,API Key,True,False,True,2026-06-07 15:05:31.467214,Active,50,Moderate
API0294,TCS,Admin API,/api/v1/admin,DELETE,Finance,API Key,True,False,True,2026-01-13 15:05:31.465887,Active,50,Moderate
API0389,Infosys,Payment API,/api/v1/payment,DELETE,Identity,OAuth2,False,True,False,2025-08-07 15:05:31.466814,Deprecated,40,Moderate
API0123,IBM Cloud,Database API,/api/v1/database,GET,Finance,Basic,True,True,True,2025-12-23 15:05:31.462949,Zombie,60,High
API0184,Deloitte,Profile API,/api/v1/profile,PUT,CRM,JWT,False,True,False,2025-07-22 15:05:31.463855,Deprecated,40,Moderate
API0203,EY,Notification API,/api/v1/notification,DELETE,Analytics,API Key,True,True,True,2025-10-19 15:05:31.464121,Zombie,60,High
API0247,Okta,Admin API,/api/v1/admin,POST,Storage,API Key,False,False,False,2025-08-12 15:05:31.465159,Deprecated,50,Moderate
API0339,PayPal,Payment API,/api/v1/payment,PUT,Finance,Basic,False,False,True,2026-06-03 15:05:31.466364,Active,80,High
API0491,Mastercard,Notification API,/api/v1/notification,DELETE,CRM,OAuth2,True,False,False,2025-12-19 15:05:31.467699,Deprecated,20,Low
API0463,Ping Identity,Authentication API,/api/v1/authentication,POST,CRM,JWT,False,False,False,2026-05-09 15:05:31.467424,Active,40,Moderate
API0332,PayPal,User API,/api/v1/user,DELETE,Storage,JWT,True,False,False,2026-01-27 15:05:31.466309,Deprecated,20,Low
API0438,Accenture,Authorization API,/api/v1/authorization,PUT,Finance,None,True,False,True,2025-11-05 15:05:31.467221,Zombie,90,Critical
API0313,PwC,Invoice API,/api/v1/invoice,DELETE,Finance,Basic,True,True,False,2026-05-11 15:05:31.466142,Active,0,Low
API0126,IBM Cloud,Storage API,/api/v1/storage,POST,Analytics,None,False,True,False,2025-11-18 15:05:31.462988,Deprecated,60,High
API0335,PayPal,Authentication API,/api/v1/authentication,POST,DevOps,JWT,False,False,True,2026-04-01 15:05:31.466334,Active,80,High
API0224,SAP,Billing API,/api/v1/billing,GET,Analytics,Basic,False,False,False,2026-04-23 15:05:31.464551,Active,40,Moderate
API0462,Ping Identity,Customer API,/api/v1/customer,DELETE,Finance,JWT,False,True,False,2026-02-11 15:05:31.467417,Deprecated,40,Moderate
API0220,SAP,Audit API,/api/v1/audit,POST,Storage,None,False,False,True,2025-08-24 15:05:31.464507,Zombie,100,Critical
API0130,IBM Cloud,File Upload API,/api/v1/file-upload,DELETE,Payments,None,False,False,True,2026-01-11 15:05:31.463052,Active,100,Critical
API0507,Wipro,Payment API,/api/v1/payment,GET,Finance,API Key,False,False,True,2025-11-03 15:05:31.467829,Zombie,100,Critical
API0324,Zscaler,Admin API,/api/v1/admin,PUT,Payments,Basic,True,True,True,2025-07-09 15:05:31.466239,Zombie,60,High
API0500,Wipro,Database API,/api/v1/database,PUT,Storage,OAuth2,True,True,True,2026-02-01 15:05:31.467775,Active,40,Moderate
API0418,MongoDB,Authorization API,/api/v1/authorization,DELETE,Finance,Basic,False,True,True,2025-08-05 15:05:31.467056,Zombie,90,Critical
API0497,Wipro,Admin API,/api/v1/admin,POST,HR,API Key,False,False,False,2025-09-17 15:05:31.467753,Deprecated,50,Moderate
API0394,Redis,Analytics API,/api/v1/analytics,GET,Identity,API Key,False,False,False,2025-07-14 15:05:31.466859,Deprecated,50,Moderate
API0325,Zscaler,Audit API,/api/v1/audit,GET,Analytics,OAuth2,True,False,False,2026-06-06 15:05:31.466249,Active,10,Low
API0295,TCS,Authentication API,/api/v1/authentication,GET,HR,JWT,True,True,False,2026-03-23 15:05:31.465905,Active,0,Low
API0406,MongoDB,Payment API,/api/v1/payment,PUT,DevOps,None,False,False,True,2025-08-31 15:05:31.466956,Zombie,100,Critical
API0376,Infosys,Logging API,/api/v1/logging,DELETE,Storage,API Key,True,True,False,2026-05-08 15:05:31.466714,Active,0,Low
API0337,PayPal,File Upload API,/api/v1/file-upload,GET,CRM,Basic,False,True,False,2025-09-27 15:05:31.466349,Deprecated,40,Moderate
API0113,Microsoft Azure,Profile API,/api/v1/profile,DELETE,Identity,OAuth2,True,False,True,2025-12-01 15:05:31.462788,Zombie,70,High
API0180,Snowflake,Notification API,/api/v1/notification,DELETE,Storage,None,True,True,False,2026-04-17 15:05:31.463792,Active,20,Low
API0341,PayPal,Notification API,/api/v1/notification,DELETE,Payments,JWT,True,True,True,2026-05-06 15:05:31.466378,Active,40,Moderate
API0375,ServiceNow,Storage API,/api/v1/storage,PUT,Analytics,OAuth2,True,False,True,2026-02-16 15:05:31.466700,Active,50,Moderate
API0366,ServiceNow,Audit API,/api/v1/audit,DELETE,Payments,None,True,True,True,2026-01-17 15:05:31.466629,Active,60,High
API0315,PwC,Email API,/api/v1/email,PUT,DevOps,API Key,False,True,False,2025-08-18 15:05:31.466160,Deprecated,40,Moderate
API0152,Palo Alto Networks,CRM API,/api/v1/crm,PUT,CRM,OAuth2,True,False,True,2025-08-09 15:05:31.463390,Zombie,70,High
API0399,Redis,Billing API,/api/v1/billing,POST,CRM,Basic,True,True,True,2025-12-08 15:05:31.466897,Zombie,60,High
API0234,KPMG,Admin API,/api/v1/admin,GET,DevOps,JWT,True,False,False,2025-08-28 15:05:31.464947,Deprecated,20,Low
API0494,Mastercard,User API,/api/v1/user,DELETE,Finance,JWT,True,True,True,2025-07-10 15:05:31.467722,Zombie,60,High
API0426,Databricks,Audit API,/api/v1/audit,GET,Storage,API Key,True,True,False,2026-01-15 15:05:31.467125,Deprecated,10,Low
API0165,Palo Alto Networks,Profile API,/api/v1/profile,DELETE,Storage,OAuth2,True,True,False,2026-06-20 15:05:31.463588,Active,0,Low
API0318,Zscaler,Email API,/api/v1/email,GET,Identity,Basic,True,True,True,2026-03-18 15:05:31.466194,Active,40,Moderate
API0137,Fortinet,Admin API,/api/v1/admin,POST,HR,API Key,False,True,True,2025-06-24 15:05:31.463167,Zombie,90,Critical
API0198,EY,Billing API,/api/v1/billing,GET,HR,Basic,False,False,False,2026-03-04 15:05:31.464060,Active,40,Moderate
API0259,Oracle Cloud,File Upload API,/api/v1/file-upload,GET,Finance,JWT,True,False,True,2025-12-04 15:05:31.465339,Zombie,70,High
API0233,KPMG,Storage API,/api/v1/storage,DELETE,Payments,Basic,False,False,False,2025-10-04 15:05:31.464931,Deprecated,50,Moderate
API0116,Microsoft Azure,Recommendation API,/api/v1/recommendation,DELETE,Storage,Basic,True,True,True,2025-08-24 15:05:31.462830,Zombie,60,High
API0121,IBM Cloud,Authentication API,/api/v1/authentication,DELETE,Payments,JWT,True,True,True,2026-04-24 15:05:31.462922,Active,40,Moderate
API0387,Infosys,Database API,/api/v1/database,GET,Analytics,Basic,True,False,True,2026-05-12 15:05:31.466800,Active,50,Moderate
API0225,SAP,CRM API,/api/v1/crm,DELETE,CRM,Basic,False,True,True,2026-02-03 15:05:31.464570,Active,70,High
API0445,Accenture,Email API,/api/v1/email,PUT,Identity,None,True,False,True,2025-12-14 15:05:31.467278,Zombie,90,Critical
API0528,Auth0,Storage API,/api/v1/storage,PUT,DevOps,JWT,False,True,True,2025-11-26 15:05:31.468009,Zombie,90,Critical
API0128,IBM Cloud,Invoice API,/api/v1/invoice,DELETE,Finance,Basic,True,False,False,2025-08-29 15:05:31.463025,Deprecated,20,Low
API0531,Auth0,Authentication API,/api/v1/authentication,POST,Storage,Basic,False,False,False,2026-02-09 15:05:31.468031,Deprecated,50,Moderate
API0286,TCS,Email API,/api/v1/email,POST,HR,OAuth2,False,False,True,2025-12-31 15:05:31.465777,Active,80,High
API0479,Workday,CRM API,/api/v1/crm,PUT,Storage,Basic,True,True,True,2026-05-16 15:05:31.467593,Active,40,Moderate
API0513,Stripe,Search API,/api/v1/search,PUT,HR,Basic,True,False,False,2026-05-22 15:05:31.467882,Active,10,Low
API0108,Microsoft Azure,Customer API,/api/v1/customer,GET,Analytics,JWT,False,True,True,2025-12-29 15:05:31.462717,Active,70,High
API0539,Auth0,Logging API,/api/v1/logging,GET,HR,API Key,False,True,True,2025-07-16 15:05:31.468097,Zombie,90,Critical
API0361,ServiceNow,Authorization API,/api/v1/authorization,DELETE,Payments,OAuth2,True,True,False,2025-10-03 15:05:31.466589,Deprecated,10,Low
API0134,IBM Cloud,Recommendation API,/api/v1/recommendation,DELETE,Analytics,JWT,False,True,True,2026-04-24 15:05:31.463109,Active,70,High
API0403,Redis,Invoice API,/api/v1/invoice,PUT,Storage,API Key,False,True,True,2026-05-25 15:05:31.466926,Active,70,High
API0045,Google Cloud,Billing API,/api/v1/billing,GET,HR,API Key,True,True,False,2026-06-15 15:05:31.461758,Active,0,Low
API0510,Wipro,Recommendation API,/api/v1/recommendation,DELETE,Payments,API Key,False,False,True,2025-12-18 15:05:31.467853,Zombie,100,Critical
API0066,Cisco,Customer API,/api/v1/customer,DELETE,HR,None,True,True,True,2026-05-26 15:05:31.462092,Active,60,High
API0284,Trend Micro,Search API,/api/v1/search,GET,HR,API Key,False,False,True,2026-04-01 15:05:31.465731,Active,80,High
API0086,CrowdStrike,Authentication API,/api/v1/authentication,DELETE,DevOps,None,True,False,False,2025-11-21 15:05:31.462374,Deprecated,40,Moderate
API0243,Okta,Customer API,/api/v1/customer,PUT,CRM,JWT,True,False,False,2026-02-26 15:05:31.465104,Active,10,Low
API0187,Deloitte,Authorization API,/api/v1/authorization,PUT,Storage,JWT,True,True,False,2026-01-21 15:05:31.463898,Deprecated,10,Low
API0425,Databricks,Billing API,/api/v1/billing,GET,Payments,JWT,False,True,False,2026-01-26 15:05:31.467117,Deprecated,40,Moderate
API0160,Palo Alto Networks,Audit API,/api/v1/audit,PUT,Analytics,OAuth2,False,True,False,2025-11-20 15:05:31.463517,Deprecated,40,Moderate
API0013,Check Point,Notification API,/api/v1/notification,DELETE,Payments,OAuth2,True,False,False,2026-05-25 15:05:31.460508,Active,10,Low
API0036,Google Cloud,File Upload API,/api/v1/file-upload,PUT,Storage,OAuth2,False,True,True,2026-03-30 15:05:31.461532,Active,70,High
API0029,AWS,CRM API,/api/v1/crm,DELETE,Identity,None,False,False,False,2025-08-31 15:05:31.461407,Deprecated,70,High
API0171,Snowflake,Authorization API,/api/v1/authorization,DELETE,HR,JWT,True,True,True,2026-02-07 15:05:31.463678,Active,40,Moderate
API0143,Fortinet,Database API,/api/v1/database,PUT,DevOps,Basic,False,False,True,2026-05-10 15:05:31.463251,Active,80,High
API0441,Accenture,Admin API,/api/v1/admin,DELETE,Analytics,OAuth2,False,True,False,2025-08-08 15:05:31.467243,Deprecated,40,Moderate
API0378,Infosys,Audit API,/api/v1/audit,PUT,DevOps,JWT,False,False,True,2026-04-20 15:05:31.466729,Active,80,High
API0222,SAP,Analytics API,/api/v1/analytics,POST,Identity,Basic,False,False,True,2025-09-07 15:05:31.464528,Zombie,100,Critical
API0096,Cloudflare,Recommendation API,/api/v1/recommendation,GET,Payments,Basic,True,True,False,2025-08-14 15:05:31.462534,Deprecated,10,Low
API0052,Oracle,User API,/api/v1/user,POST,HR,OAuth2,False,True,True,2026-01-08 15:05:31.461882,Active,70,High
API0241,Okta,Database API,/api/v1/database,GET,Identity,OAuth2,True,True,False,2026-01-31 15:05:31.465078,Deprecated,10,Low
API0412,MongoDB,User API,/api/v1/user,POST,CRM,OAuth2,False,False,False,2026-02-21 15:05:31.467009,Deprecated,50,Moderate
API0352,Visa,Notification API,/api/v1/notification,DELETE,Storage,Basic,True,False,False,2025-07-20 15:05:31.466495,Deprecated,20,Low
API0468,Workday,Payment API,/api/v1/payment,POST,Storage,API Key,False,False,False,2025-09-17 15:05:31.467493,Deprecated,50,Moderate
API0179,Snowflake,Billing API,/api/v1/billing,GET,Storage,Basic,True,True,False,2025-12-26 15:05:31.463780,Deprecated,10,Low
API0432,Databricks,Search API,/api/v1/search,DELETE,HR,JWT,True,False,True,2026-02-09 15:05:31.467169,Active,50,Moderate
API0042,Google Cloud,Database API,/api/v1/database,DELETE,Payments,None,True,True,True,2026-06-18 15:05:31.461626,Active,60,High
API0482,Mastercard,Profile API,/api/v1/profile,DELETE,DevOps,None,True,False,False,2026-06-13 15:05:31.467624,Active,30,Moderate
API0429,Databricks,User API,/api/v1/user,DELETE,CRM,Basic,True,True,False,2025-07-18 15:05:31.467148,Deprecated,10,Low
API0207,EY,Authentication API,/api/v1/authentication,PUT,CRM,None,False,True,False,2026-03-19 15:05:31.464172,Active,50,Moderate
API0283,Trend Micro,Admin API,/api/v1/admin,PUT,Identity,API Key,False,False,True,2025-07-02 15:05:31.465701,Zombie,100,Critical
API0359,Visa,Billing API,/api/v1/billing,DELETE,CRM,API Key,True,False,True,2026-01-28 15:05:31.466565,Active,50,Moderate
API0255,Okta,Authentication API,/api/v1/authentication,POST,Analytics,OAuth2,False,True,False,2025-12-28 15:05:31.465270,Deprecated,40,Moderate
API0456,Ping Identity,CRM API,/api/v1/crm,POST,Finance,None,False,False,False,2025-09-07 15:05:31.467371,Deprecated,70,High
API0005,Check Point,Authentication API,/api/v1/authentication,POST,Identity,Basic,True,False,True,2026-01-01 15:05:31.460411,Active,50,Moderate
API0257,Oracle Cloud,Search API,/api/v1/search,POST,Finance,API Key,False,False,False,2025-08-28 15:05:31.465312,Deprecated,50,Moderate
API0496,Wipro,Profile API,/api/v1/profile,PUT,HR,None,True,False,True,2025-12-03 15:05:31.467745,Zombie,90,Critical
API0101,Cloudflare,Profile API,/api/v1/profile,GET,Payments,Basic,True,False,True,2025-09-04 15:05:31.462598,Zombie,70,High
API0227,KPMG,Profile API,/api/v1/profile,POST,DevOps,Basic,False,True,False,2025-11-04 15:05:31.464845,Deprecated,40,Moderate
API0471,Workday,Recommendation API,/api/v1/recommendation,POST,Payments,OAuth2,False,True,False,2025-07-20 15:05:31.467529,Deprecated,40,Moderate
API0214,SAP,Storage API,/api/v1/storage,DELETE,DevOps,None,False,False,True,2026-01-14 15:05:31.464295,Active,100,Critical
API0466,Workday,Email API,/api/v1/email,POST,DevOps,Basic,False,False,False,2025-08-27 15:05:31.467455,Deprecated,50,Moderate
API0172,Snowflake,Customer API,/api/v1/customer,POST,Identity,JWT,False,True,False,2026-06-12 15:05:31.463691,Active,30,Moderate
API0099,Cloudflare,File Upload API,/api/v1/file-upload,PUT,HR,API Key,True,False,True,2025-12-09 15:05:31.462574,Zombie,70,High
API0293,TCS,Authorization API,/api/v1/authorization,DELETE,Finance,Basic,True,True,False,2025-10-29 15:05:31.465873,Deprecated,10,Low
API0216,SAP,Payment API,/api/v1/payment,GET,Analytics,OAuth2,True,True,False,2025-11-16 15:05:31.464421,Deprecated,10,Low
API0062,Cisco,Analytics API,/api/v1/analytics,DELETE,Storage,OAuth2,True,True,False,2025-11-26 15:05:31.462036,Deprecated,10,Low
API0048,Oracle,Authentication API,/api/v1/authentication,PUT,HR,OAuth2,False,False,True,2026-03-15 15:05:31.461835,Active,80,High
API0033,Google Cloud,Authentication API,/api/v1/authentication,PUT,Identity,API Key,False,True,True,2025-12-05 15:05:31.461491,Zombie,90,Critical
API0268,Oracle Cloud,Authentication API,/api/v1/authentication,GET,HR,OAuth2,True,True,False,2026-03-23 15:05:31.465481,Active,0,Low
API0328,Zscaler,Billing API,/api/v1/billing,POST,Finance,OAuth2,True,False,True,2025-06-30 15:05:31.466272,Zombie,70,High
API0201,EY,Database API,/api/v1/database,PUT,HR,Basic,True,True,False,2026-02-19 15:05:31.464094,Deprecated,10,Low
